Image_Index,True_Label,Predicted_Label,U,FM1,FM2,FM3,C
26176,7,7,1.0,1.0,0.0,0.0,True
26177,6,0,4.0,0.4,0.4,0.1,False
26178,4,4,2.0,0.6,0.4,0.0,True
26179,7,7,2.0,0.9,0.1,0.0,True
26180,2,8,3.0,0.5,0.4,0.1,False
26181,3,3,3.0,0.8,0.1,0.1,True
26182,2,2,2.0,0.8,0.2,0.0,True
26183,4,4,3.0,0.6,0.3,0.1,True
26184,9,9,3.0,0.8,0.1,0.1,True
26185,2,2,3.0,0.6,0.3,0.1,True
26186,7,7,2.0,0.8,0.2,0.0,True
26187,4,4,1.0,1.0,0.0,0.0,True
26188,8,9,4.0,0.5,0.3,0.1,False
26189,9,9,1.0,1.0,0.0,0.0,True
26190,9,9,3.0,0.8,0.1,0.1,True
26191,8,8,3.0,0.8,0.1,0.1,True
26192,0,0,4.0,0.7,0.1,0.1,True
26193,9,9,3.0,0.8,0.1,0.1,True
26194,9,9,4.0,0.6,0.2,0.1,True
26195,3,3,4.0,0.5,0.3,0.1,True
26196,0,0,1.0,1.0,0.0,0.0,True
26197,6,6,1.0,1.0,0.0,0.0,True
26198,1,1,1.0,1.0,0.0,0.0,True
26199,4,4,1.0,1.0,0.0,0.0,True
26200,9,9,3.0,0.6,0.3,0.1,True
26201,5,5,2.0,0.8,0.2,0.0,True
26202,7,1,3.0,0.8,0.1,0.1,False
26203,5,5,3.0,0.6,0.3,0.1,True
26204,4,9,2.0,0.6,0.4,0.0,False
26205,4,4,1.0,1.0,0.0,0.0,True
26206,7,7,2.0,0.7,0.3,0.0,True
26207,3,3,3.0,0.8,0.1,0.1,True
26208,2,2,2.0,0.6,0.4,0.0,True
26209,7,7,2.0,0.9,0.1,0.0,True
26210,4,4,2.0,0.9,0.1,0.0,True
26211,1,1,1.0,1.0,0.0,0.0,True
26212,4,4,2.0,0.9,0.1,0.0,True
26213,4,4,1.0,1.0,0.0,0.0,True
26214,4,4,3.0,0.8,0.1,0.1,True
26215,0,0,1.0,1.0,0.0,0.0,True
26216,6,6,4.0,0.5,0.3,0.1,True
26217,9,4,3.0,0.4,0.3,0.3,False
26218,0,0,1.0,1.0,0.0,0.0,True
26219,9,9,1.0,1.0,0.0,0.0,True
26220,6,6,2.0,0.9,0.1,0.0,True
26221,6,6,1.0,1.0,0.0,0.0,True
26222,2,2,2.0,0.9,0.1,0.0,True
26223,6,6,4.0,0.7,0.1,0.1,True
26224,7,7,2.0,0.9,0.1,0.0,True
26225,2,2,2.0,0.6,0.4,0.0,True
26226,3,3,3.0,0.8,0.1,0.1,True
26227,6,6,1.0,1.0,0.0,0.0,True
26228,5,5,3.0,0.8,0.1,0.1,True
26229,1,1,4.0,0.6,0.2,0.1,True
26230,2,3,3.0,0.4,0.4,0.2,False
26231,9,9,2.0,0.7,0.3,0.0,True
26232,4,4,2.0,0.8,0.2,0.0,True
26233,4,4,2.0,0.8,0.2,0.0,True
26234,1,1,1.0,1.0,0.0,0.0,True
26235,5,5,2.0,0.7,0.3,0.0,True
26236,5,5,5.0,0.5,0.2,0.1,True
26237,7,7,1.0,1.0,0.0,0.0,True
26238,1,1,2.0,0.9,0.1,0.0,True
26239,1,1,6.0,0.5,0.1,0.1,True
26240,4,4,2.0,0.8,0.2,0.0,True
26241,0,0,1.0,1.0,0.0,0.0,True
26242,5,9,5.0,0.3,0.2,0.2,False
26243,9,9,3.0,0.7,0.2,0.1,True
26244,8,8,2.0,0.9,0.1,0.0,True
26245,0,8,2.0,0.8,0.2,0.0,False
26246,8,3,3.0,0.7,0.2,0.1,False
26247,8,8,4.0,0.7,0.1,0.1,True
26248,8,8,1.0,1.0,0.0,0.0,True
26249,8,8,3.0,0.7,0.2,0.1,True
26250,9,9,2.0,0.8,0.2,0.0,True
26251,3,3,1.0,1.0,0.0,0.0,True
26252,6,6,2.0,0.9,0.1,0.0,True
26253,0,0,1.0,1.0,0.0,0.0,True
26254,5,5,3.0,0.6,0.3,0.1,True
26255,7,7,1.0,1.0,0.0,0.0,True
26256,7,7,2.0,0.9,0.1,0.0,True
26257,7,7,3.0,0.8,0.1,0.1,True
26258,3,3,2.0,0.9,0.1,0.0,True
26259,0,0,4.0,0.3,0.3,0.2,True
26260,0,6,3.0,0.4,0.3,0.3,False
26261,3,3,2.0,0.9,0.1,0.0,True
26262,1,1,2.0,0.9,0.1,0.0,True
26263,7,9,2.0,0.8,0.2,0.0,False
26264,2,5,3.0,0.5,0.4,0.1,False
26265,5,5,4.0,0.5,0.2,0.2,True
26266,1,1,1.0,1.0,0.0,0.0,True
26267,5,6,3.0,0.7,0.2,0.1,False
26268,2,2,2.0,0.8,0.2,0.0,True
26269,6,6,3.0,0.8,0.1,0.1,True
26270,1,1,2.0,0.9,0.1,0.0,True
26271,6,6,1.0,1.0,0.0,0.0,True
26272,3,3,3.0,0.8,0.1,0.1,True
26273,3,3,1.0,1.0,0.0,0.0,True
26274,9,9,4.0,0.6,0.2,0.1,True
26275,9,3,4.0,0.5,0.3,0.1,False
26276,7,7,4.0,0.5,0.3,0.1,True
26277,7,7,3.0,0.7,0.2,0.1,True
26278,2,2,2.0,0.9,0.1,0.0,True
26279,2,2,4.0,0.7,0.1,0.1,True
26280,9,9,3.0,0.6,0.2,0.2,True
26281,7,7,2.0,0.8,0.2,0.0,True
26282,5,5,4.0,0.6,0.2,0.1,True
26283,4,4,1.0,1.0,0.0,0.0,True
26284,5,5,3.0,0.8,0.1,0.1,True
26285,3,3,4.0,0.4,0.3,0.2,True
26286,3,3,1.0,1.0,0.0,0.0,True
26287,7,7,2.0,0.9,0.1,0.0,True
26288,7,7,2.0,0.9,0.1,0.0,True
26289,7,7,4.0,0.7,0.1,0.1,True
26290,4,4,3.0,0.8,0.1,0.1,True
26291,9,9,2.0,0.9,0.1,0.0,True
26292,1,1,1.0,1.0,0.0,0.0,True
26293,3,3,1.0,1.0,0.0,0.0,True
26294,0,0,1.0,1.0,0.0,0.0,True
26295,4,4,2.0,0.9,0.1,0.0,True
26296,1,1,1.0,1.0,0.0,0.0,True
26297,6,6,1.0,1.0,0.0,0.0,True
26298,0,0,1.0,1.0,0.0,0.0,True
26299,3,3,1.0,1.0,0.0,0.0,True
26300,6,6,4.0,0.6,0.2,0.1,True
26301,4,9,3.0,0.6,0.3,0.1,False
26302,1,1,2.0,0.9,0.1,0.0,True
26303,4,4,2.0,0.9,0.1,0.0,True
26304,7,7,1.0,1.0,0.0,0.0,True
26305,8,8,1.0,1.0,0.0,0.0,True
26306,7,7,2.0,0.8,0.2,0.0,True
26307,3,3,1.0,1.0,0.0,0.0,True
26308,8,5,6.0,0.3,0.2,0.2,False
26309,0,0,1.0,1.0,0.0,0.0,True
26310,6,6,2.0,0.9,0.1,0.0,True
26311,3,3,2.0,0.9,0.1,0.0,True
26312,2,6,5.0,0.2,0.2,0.2,False
26313,7,7,1.0,1.0,0.0,0.0,True
26314,3,3,2.0,0.9,0.1,0.0,True
26315,5,5,3.0,0.7,0.2,0.1,True
26316,8,8,1.0,1.0,0.0,0.0,True
26317,3,3,2.0,0.9,0.1,0.0,True
26318,5,6,3.0,0.7,0.2,0.1,False
26319,3,3,1.0,1.0,0.0,0.0,True
26320,6,6,3.0,0.8,0.1,0.1,True
26321,3,3,2.0,0.9,0.1,0.0,True
26322,7,7,2.0,0.7,0.3,0.0,True
26323,2,2,6.0,0.5,0.1,0.1,True
26324,8,8,4.0,0.7,0.1,0.1,True
26325,9,9,2.0,0.9,0.1,0.0,True
26326,0,0,1.0,1.0,0.0,0.0,True
26327,7,7,2.0,0.9,0.1,0.0,True
26328,0,0,3.0,0.8,0.1,0.1,True
26329,0,0,3.0,0.7,0.2,0.1,True
26330,4,4,3.0,0.8,0.1,0.1,True
26331,0,0,1.0,1.0,0.0,0.0,True
26332,4,4,3.0,0.7,0.2,0.1,True
26333,2,2,4.0,0.4,0.3,0.2,True
26334,9,9,3.0,0.8,0.1,0.1,True
26335,3,2,6.0,0.4,0.2,0.1,False
26336,6,2,5.0,0.4,0.3,0.1,False
26337,1,1,2.0,0.9,0.1,0.0,True
26338,4,4,2.0,0.9,0.1,0.0,True
26339,4,4,4.0,0.6,0.2,0.1,True
26340,6,6,2.0,0.9,0.1,0.0,True
26341,3,3,1.0,1.0,0.0,0.0,True
26342,4,4,5.0,0.6,0.1,0.1,True
26343,7,7,3.0,0.7,0.2,0.1,True
26344,2,2,2.0,0.9,0.1,0.0,True
26345,1,1,1.0,1.0,0.0,0.0,True
26346,1,1,1.0,1.0,0.0,0.0,True
26347,8,8,2.0,0.9,0.1,0.0,True
26348,0,0,4.0,0.6,0.2,0.1,True
26349,2,0,5.0,0.4,0.3,0.1,False
26350,8,8,1.0,1.0,0.0,0.0,True
26351,8,8,5.0,0.4,0.2,0.2,True
26352,0,8,5.0,0.5,0.2,0.1,False
26353,3,3,3.0,0.8,0.1,0.1,True
26354,5,5,2.0,0.7,0.3,0.0,True
26355,8,8,2.0,0.9,0.1,0.0,True
26356,1,1,1.0,1.0,0.0,0.0,True
26357,1,1,1.0,1.0,0.0,0.0,True
26358,5,5,4.0,0.7,0.1,0.1,True
26359,2,1,3.0,0.4,0.4,0.2,False
26360,7,9,5.0,0.4,0.3,0.1,False
26361,3,3,1.0,1.0,0.0,0.0,True
26362,7,7,1.0,1.0,0.0,0.0,True
26363,7,9,2.0,0.9,0.1,0.0,False
26364,2,2,2.0,0.9,0.1,0.0,True
26365,6,6,2.0,0.9,0.1,0.0,True
26366,0,0,2.0,0.8,0.2,0.0,True
26367,4,4,1.0,1.0,0.0,0.0,True
26368,8,8,2.0,0.9,0.1,0.0,True
26369,2,2,3.0,0.7,0.2,0.1,True
26370,2,6,1.0,1.0,0.0,0.0,False
26371,9,1,5.0,0.6,0.1,0.1,False
26372,3,3,1.0,1.0,0.0,0.0,True
26373,0,0,1.0,1.0,0.0,0.0,True
26374,6,6,4.0,0.4,0.3,0.2,True
26375,8,9,3.0,0.5,0.3,0.2,False
26376,6,6,2.0,0.9,0.1,0.0,True
26377,3,8,5.0,0.5,0.2,0.1,False
26378,9,9,2.0,0.8,0.2,0.0,True
26379,4,4,2.0,0.9,0.1,0.0,True
26380,3,3,4.0,0.4,0.3,0.2,True
26381,8,8,4.0,0.6,0.2,0.1,True
26382,0,0,1.0,1.0,0.0,0.0,True
26383,1,1,1.0,1.0,0.0,0.0,True
26384,9,9,2.0,0.7,0.3,0.0,True
26385,0,0,1.0,1.0,0.0,0.0,True
26386,4,4,2.0,0.9,0.1,0.0,True
26387,0,0,1.0,1.0,0.0,0.0,True
26388,1,1,3.0,0.8,0.1,0.1,True
26389,9,9,2.0,0.7,0.3,0.0,True
26390,4,4,2.0,0.9,0.1,0.0,True
26391,7,7,2.0,0.9,0.1,0.0,True
26392,1,1,1.0,1.0,0.0,0.0,True
26393,2,3,5.0,0.4,0.2,0.2,False
26394,8,9,5.0,0.3,0.2,0.2,False
26395,3,3,2.0,0.9,0.1,0.0,True
26396,2,4,3.0,0.7,0.2,0.1,False
26397,3,3,3.0,0.7,0.2,0.1,True
26398,1,1,1.0,1.0,0.0,0.0,True
26399,1,1,2.0,0.8,0.2,0.0,True
26400,2,2,2.0,0.9,0.1,0.0,True
26401,4,4,2.0,0.9,0.1,0.0,True
26402,6,6,1.0,1.0,0.0,0.0,True
26403,0,0,2.0,0.9,0.1,0.0,True
26404,7,9,4.0,0.4,0.3,0.2,False
26405,5,3,4.0,0.4,0.3,0.2,False
26406,9,9,2.0,0.9,0.1,0.0,True
26407,2,2,3.0,0.5,0.4,0.1,True
26408,1,1,2.0,0.9,0.1,0.0,True
26409,0,0,2.0,0.9,0.1,0.0,True
26410,7,7,3.0,0.6,0.2,0.2,True
26411,9,9,4.0,0.6,0.2,0.1,True
26412,8,8,2.0,0.9,0.1,0.0,True
26413,2,0,3.0,0.5,0.4,0.1,False
26414,3,3,4.0,0.7,0.1,0.1,True
26415,1,1,2.0,0.9,0.1,0.0,True
26416,8,8,3.0,0.7,0.2,0.1,True
26417,0,0,2.0,0.9,0.1,0.0,True
26418,6,6,4.0,0.7,0.1,0.1,True
26419,2,2,4.0,0.4,0.3,0.2,True
26420,9,9,2.0,0.9,0.1,0.0,True
26421,3,3,5.0,0.4,0.2,0.2,True
26422,8,8,3.0,0.8,0.1,0.1,True
26423,7,7,2.0,0.6,0.4,0.0,True
26424,4,4,1.0,1.0,0.0,0.0,True
26425,3,3,4.0,0.7,0.1,0.1,True
26426,8,8,5.0,0.3,0.3,0.2,True
26427,3,9,3.0,0.5,0.4,0.1,False
26428,8,8,2.0,0.9,0.1,0.0,True
26429,3,3,4.0,0.5,0.3,0.1,True
26430,6,6,1.0,1.0,0.0,0.0,True
26431,4,4,1.0,1.0,0.0,0.0,True
26432,2,4,3.0,0.5,0.3,0.2,False
26433,4,4,1.0,1.0,0.0,0.0,True
26434,1,1,2.0,0.9,0.1,0.0,True
26435,9,4,3.0,0.6,0.3,0.1,False
26436,4,4,2.0,0.9,0.1,0.0,True
26437,5,6,4.0,0.5,0.3,0.1,False
26438,7,7,2.0,0.8,0.2,0.0,True
26439,1,1,5.0,0.6,0.1,0.1,True
26440,3,3,2.0,0.9,0.1,0.0,True
26441,9,9,5.0,0.4,0.2,0.2,True
26442,7,7,2.0,0.5,0.5,0.0,True
26443,7,7,5.0,0.4,0.3,0.1,True
26444,2,6,7.0,0.2,0.2,0.2,False
26445,6,6,1.0,1.0,0.0,0.0,True
26446,1,1,1.0,1.0,0.0,0.0,True
26447,1,1,1.0,1.0,0.0,0.0,True
26448,1,1,2.0,0.9,0.1,0.0,True
26449,4,4,1.0,1.0,0.0,0.0,True
26450,2,2,2.0,0.9,0.1,0.0,True
26451,8,8,3.0,0.6,0.3,0.1,True
26452,6,6,3.0,0.6,0.3,0.1,True
26453,2,2,3.0,0.8,0.1,0.1,True
26454,1,1,2.0,0.8,0.2,0.0,True
26455,2,2,1.0,1.0,0.0,0.0,True
26456,9,0,5.0,0.5,0.2,0.1,False
26457,0,0,1.0,1.0,0.0,0.0,True
26458,0,0,4.0,0.6,0.2,0.1,True
26459,5,6,6.0,0.3,0.3,0.1,False
26460,7,7,2.0,0.8,0.2,0.0,True
26461,2,2,2.0,0.8,0.2,0.0,True
26462,9,9,2.0,0.9,0.1,0.0,True
26463,2,2,6.0,0.4,0.2,0.1,True
26464,5,3,6.0,0.3,0.2,0.2,False
26465,7,7,4.0,0.6,0.2,0.1,True
26466,2,2,1.0,1.0,0.0,0.0,True
26467,9,9,3.0,0.7,0.2,0.1,True
26468,6,6,1.0,1.0,0.0,0.0,True
26469,8,8,5.0,0.4,0.2,0.2,True
26470,7,7,1.0,1.0,0.0,0.0,True
26471,0,6,4.0,0.4,0.3,0.2,False
26472,5,5,2.0,0.9,0.1,0.0,True
26473,3,3,1.0,1.0,0.0,0.0,True
26474,8,9,3.0,0.6,0.3,0.1,False
26475,5,5,6.0,0.4,0.2,0.1,True
26476,1,1,1.0,1.0,0.0,0.0,True
26477,9,4,2.0,0.7,0.3,0.0,False
26478,4,4,1.0,1.0,0.0,0.0,True
26479,1,1,1.0,1.0,0.0,0.0,True
26480,4,4,1.0,1.0,0.0,0.0,True
26481,2,2,5.0,0.6,0.1,0.1,True
26482,1,1,1.0,1.0,0.0,0.0,True
26483,8,1,2.0,0.9,0.1,0.0,False
26484,7,7,5.0,0.3,0.3,0.2,True
26485,7,7,2.0,0.8,0.2,0.0,True
26486,2,8,4.0,0.3,0.3,0.2,False
26487,7,7,1.0,1.0,0.0,0.0,True
26488,5,5,2.0,0.8,0.2,0.0,True
26489,6,6,1.0,1.0,0.0,0.0,True
26490,8,8,2.0,0.9,0.1,0.0,True
26491,3,3,6.0,0.3,0.2,0.2,True
26492,7,7,2.0,0.9,0.1,0.0,True
26493,5,5,4.0,0.6,0.2,0.1,True
26494,2,0,4.0,0.4,0.3,0.2,False
26495,5,0,3.0,0.4,0.3,0.3,False
26496,4,4,2.0,0.9,0.1,0.0,True
26497,4,4,1.0,1.0,0.0,0.0,True
26498,6,6,3.0,0.7,0.2,0.1,True
26499,7,7,1.0,1.0,0.0,0.0,True
26500,3,9,6.0,0.3,0.2,0.2,False
26501,0,0,1.0,1.0,0.0,0.0,True
26502,7,7,2.0,0.9,0.1,0.0,True
26503,8,8,2.0,0.7,0.3,0.0,True
26504,9,9,2.0,0.8,0.2,0.0,True
26505,6,6,1.0,1.0,0.0,0.0,True
26506,9,9,2.0,0.6,0.4,0.0,True
26507,5,5,4.0,0.5,0.2,0.2,True
26508,7,7,4.0,0.7,0.1,0.1,True
26509,3,3,2.0,0.6,0.4,0.0,True
26510,7,9,4.0,0.7,0.1,0.1,False
26511,8,8,2.0,0.9,0.1,0.0,True
26512,6,6,2.0,0.9,0.1,0.0,True
26513,1,1,4.0,0.6,0.2,0.1,True
26514,8,8,4.0,0.6,0.2,0.1,True
26515,9,7,2.0,0.5,0.5,0.0,False
26516,6,6,1.0,1.0,0.0,0.0,True
26517,4,4,3.0,0.8,0.1,0.1,True
26518,0,0,3.0,0.8,0.1,0.1,True
26519,3,5,4.0,0.4,0.3,0.2,False
26520,4,4,2.0,0.8,0.2,0.0,True
26521,8,8,3.0,0.8,0.1,0.1,True
26522,3,3,3.0,0.8,0.1,0.1,True
26523,5,5,2.0,0.8,0.2,0.0,True
26524,1,1,2.0,0.9,0.1,0.0,True
26525,4,4,3.0,0.5,0.4,0.1,True
26526,7,8,5.0,0.3,0.3,0.2,False
26527,9,9,2.0,0.9,0.1,0.0,True
26528,8,4,4.0,0.4,0.3,0.2,False
26529,1,1,1.0,1.0,0.0,0.0,True
26530,4,4,1.0,1.0,0.0,0.0,True
26531,8,8,2.0,0.9,0.1,0.0,True
26532,6,6,3.0,0.5,0.4,0.1,True
26533,2,2,3.0,0.7,0.2,0.1,True
26534,4,4,3.0,0.5,0.4,0.1,True
26535,5,5,4.0,0.6,0.2,0.1,True
26536,8,8,3.0,0.8,0.1,0.1,True
26537,4,4,4.0,0.6,0.2,0.1,True
26538,2,2,3.0,0.8,0.1,0.1,True
26539,9,9,2.0,0.9,0.1,0.0,True
26540,5,5,2.0,0.7,0.3,0.0,True
26541,3,3,4.0,0.7,0.1,0.1,True
26542,3,3,3.0,0.6,0.3,0.1,True
26543,6,6,2.0,0.7,0.3,0.0,True
26544,0,0,1.0,1.0,0.0,0.0,True
26545,6,6,1.0,1.0,0.0,0.0,True
26546,9,9,2.0,0.9,0.1,0.0,True
26547,5,5,3.0,0.7,0.2,0.1,True
26548,3,3,4.0,0.6,0.2,0.1,True
26549,1,1,1.0,1.0,0.0,0.0,True
26550,8,8,3.0,0.8,0.1,0.1,True
26551,8,8,4.0,0.4,0.3,0.2,True
26552,7,7,1.0,1.0,0.0,0.0,True
26553,2,2,3.0,0.6,0.3,0.1,True
26554,9,9,2.0,0.8,0.2,0.0,True
26555,6,6,3.0,0.4,0.3,0.3,True
26556,5,5,6.0,0.3,0.2,0.2,True
26557,9,9,2.0,0.9,0.1,0.0,True
26558,1,1,2.0,0.9,0.1,0.0,True
26559,8,8,3.0,0.7,0.2,0.1,True
26560,1,1,4.0,0.4,0.3,0.2,True
26561,6,6,1.0,1.0,0.0,0.0,True
26562,2,2,2.0,0.9,0.1,0.0,True
26563,8,8,2.0,0.8,0.2,0.0,True
26564,8,8,4.0,0.3,0.3,0.3,True
26565,5,5,3.0,0.7,0.2,0.1,True
26566,3,3,5.0,0.3,0.3,0.2,True
26567,2,2,3.0,0.7,0.2,0.1,True
26568,5,5,2.0,0.9,0.1,0.0,True
26569,3,5,4.0,0.5,0.2,0.2,False
26570,7,9,2.0,0.5,0.5,0.0,False
26571,9,9,2.0,0.9,0.1,0.0,True
26572,5,5,3.0,0.6,0.3,0.1,True
26573,2,2,1.0,1.0,0.0,0.0,True
26574,4,4,2.0,0.9,0.1,0.0,True
26575,7,7,5.0,0.5,0.2,0.1,True
26576,5,5,2.0,0.8,0.2,0.0,True
26577,1,1,4.0,0.5,0.2,0.2,True
26578,9,4,5.0,0.4,0.3,0.1,False
26579,1,1,7.0,0.2,0.2,0.2,True
26580,0,0,4.0,0.6,0.2,0.1,True
26581,9,9,2.0,0.8,0.2,0.0,True
26582,2,2,1.0,1.0,0.0,0.0,True
26583,7,7,5.0,0.4,0.2,0.2,True
26584,0,0,2.0,0.9,0.1,0.0,True
26585,6,6,1.0,1.0,0.0,0.0,True
26586,8,8,7.0,0.3,0.2,0.1,True
26587,5,5,3.0,0.7,0.2,0.1,True
26588,4,4,2.0,0.9,0.1,0.0,True
26589,6,6,1.0,1.0,0.0,0.0,True
26590,4,4,2.0,0.7,0.3,0.0,True
26591,4,4,3.0,0.8,0.1,0.1,True
26592,7,7,4.0,0.6,0.2,0.1,True
26593,5,5,2.0,0.9,0.1,0.0,True
26594,7,7,3.0,0.6,0.3,0.1,True
26595,5,5,2.0,0.9,0.1,0.0,True
26596,6,6,1.0,1.0,0.0,0.0,True
26597,7,7,1.0,1.0,0.0,0.0,True
26598,7,7,2.0,0.9,0.1,0.0,True
26599,9,9,3.0,0.6,0.3,0.1,True
26600,0,9,5.0,0.5,0.2,0.1,False
26601,7,7,1.0,1.0,0.0,0.0,True
26602,9,7,4.0,0.5,0.2,0.2,False
26603,4,4,2.0,0.9,0.1,0.0,True
26604,0,0,1.0,1.0,0.0,0.0,True
26605,7,7,4.0,0.5,0.3,0.1,True
26606,1,1,1.0,1.0,0.0,0.0,True
26607,1,1,1.0,1.0,0.0,0.0,True
26608,3,3,3.0,0.5,0.3,0.2,True
26609,2,8,3.0,0.6,0.2,0.2,False
26610,9,9,2.0,0.6,0.4,0.0,True
26611,0,0,4.0,0.7,0.1,0.1,True
26612,7,7,4.0,0.7,0.1,0.1,True
26613,0,0,1.0,1.0,0.0,0.0,True
26614,6,6,2.0,0.9,0.1,0.0,True
26615,1,1,1.0,1.0,0.0,0.0,True
26616,1,1,1.0,1.0,0.0,0.0,True
26617,7,7,1.0,1.0,0.0,0.0,True
26618,2,2,1.0,1.0,0.0,0.0,True
26619,9,9,2.0,0.7,0.3,0.0,True
26620,0,0,1.0,1.0,0.0,0.0,True
26621,4,4,2.0,0.7,0.3,0.0,True
26622,0,0,1.0,1.0,0.0,0.0,True
26623,4,4,3.0,0.7,0.2,0.1,True
26624,2,2,4.0,0.4,0.3,0.2,True
26625,9,9,2.0,0.9,0.1,0.0,True
26626,3,3,5.0,0.5,0.2,0.1,True
26627,8,8,4.0,0.6,0.2,0.1,True
26628,4,4,1.0,1.0,0.0,0.0,True
26629,6,6,3.0,0.8,0.1,0.1,True
26630,1,1,1.0,1.0,0.0,0.0,True
26631,0,0,1.0,1.0,0.0,0.0,True
26632,4,9,2.0,0.7,0.3,0.0,False
26633,7,7,1.0,1.0,0.0,0.0,True
26634,6,6,1.0,1.0,0.0,0.0,True
26635,6,6,5.0,0.4,0.2,0.2,True
26636,2,2,2.0,0.9,0.1,0.0,True
26637,2,2,2.0,0.7,0.3,0.0,True
26638,8,3,1.0,1.0,0.0,0.0,False
26639,9,9,2.0,0.9,0.1,0.0,True
26640,2,9,4.0,0.4,0.3,0.2,False
26641,8,8,3.0,0.8,0.1,0.1,True
26642,4,9,4.0,0.6,0.2,0.1,False
26643,6,1,3.0,0.6,0.2,0.2,False
26644,9,9,3.0,0.7,0.2,0.1,True
26645,7,7,1.0,1.0,0.0,0.0,True
26646,6,6,1.0,1.0,0.0,0.0,True
26647,5,5,3.0,0.8,0.1,0.1,True
26648,2,2,2.0,0.8,0.2,0.0,True
26649,5,3,3.0,0.6,0.3,0.1,False
26650,3,2,3.0,0.6,0.3,0.1,False
26651,3,3,1.0,1.0,0.0,0.0,True
26652,9,4,3.0,0.5,0.4,0.1,False
26653,7,7,2.0,0.9,0.1,0.0,True
26654,0,0,2.0,0.9,0.1,0.0,True
26655,2,2,3.0,0.7,0.2,0.1,True
26656,2,2,2.0,0.9,0.1,0.0,True
26657,0,0,2.0,0.8,0.2,0.0,True
26658,1,1,1.0,1.0,0.0,0.0,True
26659,1,1,2.0,0.8,0.2,0.0,True
26660,5,1,6.0,0.4,0.2,0.1,False
26661,9,9,2.0,0.9,0.1,0.0,True
26662,0,0,2.0,0.9,0.1,0.0,True
26663,5,5,2.0,0.7,0.3,0.0,True
26664,7,7,2.0,0.9,0.1,0.0,True
26665,4,4,3.0,0.5,0.3,0.2,True
26666,2,2,2.0,0.8,0.2,0.0,True
26667,1,1,1.0,1.0,0.0,0.0,True
26668,3,3,1.0,1.0,0.0,0.0,True
26669,5,5,2.0,0.9,0.1,0.0,True
26670,4,4,1.0,1.0,0.0,0.0,True
26671,2,0,5.0,0.4,0.2,0.2,False
26672,9,9,1.0,1.0,0.0,0.0,True
26673,9,9,3.0,0.7,0.2,0.1,True
26674,7,7,1.0,1.0,0.0,0.0,True
26675,5,4,4.0,0.5,0.3,0.1,False
26676,2,6,2.0,0.9,0.1,0.0,False
26677,4,4,2.0,0.8,0.2,0.0,True
26678,5,5,4.0,0.5,0.2,0.2,True
26679,8,2,4.0,0.5,0.3,0.1,False
26680,1,1,2.0,0.7,0.3,0.0,True
26681,8,8,2.0,0.9,0.1,0.0,True
26682,3,3,2.0,0.9,0.1,0.0,True
26683,2,2,2.0,0.7,0.3,0.0,True
26684,3,3,4.0,0.4,0.3,0.2,True
26685,5,5,5.0,0.4,0.3,0.1,True
26686,1,1,1.0,1.0,0.0,0.0,True
26687,9,9,1.0,1.0,0.0,0.0,True
26688,1,1,1.0,1.0,0.0,0.0,True
26689,9,9,3.0,0.7,0.2,0.1,True
26690,7,7,2.0,0.6,0.4,0.0,True
26691,1,1,1.0,1.0,0.0,0.0,True
26692,5,5,3.0,0.8,0.1,0.1,True
26693,8,3,4.0,0.6,0.2,0.1,False
26694,1,1,1.0,1.0,0.0,0.0,True
26695,9,9,2.0,0.8,0.2,0.0,True
26696,0,9,4.0,0.4,0.3,0.2,False
26697,4,4,2.0,0.9,0.1,0.0,True
26698,0,0,2.0,0.9,0.1,0.0,True
26699,4,9,3.0,0.6,0.3,0.1,False
26700,8,8,5.0,0.3,0.2,0.2,True
26701,3,3,1.0,1.0,0.0,0.0,True
26702,0,0,1.0,1.0,0.0,0.0,True
26703,7,7,2.0,0.9,0.1,0.0,True
26704,4,4,1.0,1.0,0.0,0.0,True
26705,2,2,1.0,1.0,0.0,0.0,True
26706,0,0,1.0,1.0,0.0,0.0,True
26707,8,8,3.0,0.7,0.2,0.1,True
26708,9,9,2.0,0.9,0.1,0.0,True
26709,8,8,3.0,0.6,0.3,0.1,True
26710,5,5,5.0,0.5,0.2,0.1,True
26711,9,9,1.0,1.0,0.0,0.0,True
26712,4,4,1.0,1.0,0.0,0.0,True
26713,9,9,4.0,0.5,0.2,0.2,True
26714,3,3,1.0,1.0,0.0,0.0,True
26715,9,9,1.0,1.0,0.0,0.0,True
26716,0,5,3.0,0.6,0.3,0.1,False
26717,2,2,2.0,0.7,0.3,0.0,True
26718,0,0,2.0,0.9,0.1,0.0,True
26719,3,3,1.0,1.0,0.0,0.0,True
26720,4,4,1.0,1.0,0.0,0.0,True
26721,9,9,4.0,0.4,0.2,0.2,True
26722,2,2,2.0,0.7,0.3,0.0,True
26723,9,4,2.0,0.6,0.4,0.0,False
26724,5,5,5.0,0.4,0.2,0.2,True
26725,7,7,1.0,1.0,0.0,0.0,True
26726,1,1,1.0,1.0,0.0,0.0,True
26727,3,3,1.0,1.0,0.0,0.0,True
26728,0,0,1.0,1.0,0.0,0.0,True
26729,0,0,1.0,1.0,0.0,0.0,True
26730,9,9,2.0,0.9,0.1,0.0,True
26731,6,6,1.0,1.0,0.0,0.0,True
26732,7,7,1.0,1.0,0.0,0.0,True
26733,6,6,2.0,0.9,0.1,0.0,True
